province,territoire,village_chdc,latitude,longitude,meilleur_candidat_grid3,distance_m,similarite
Nord-Kivu,Masisi,Tuonane Gr Ufamandu I,-1.651456,28.720388,Mutuza,1321,0.46
Nord-Kivu,Masisi,Tusange Gr Ufamandu I,-1.64588,28.724867,Mutuza,1409,0.46
Nord-Kivu,Masisi,Ufamandu,-1.688404,28.81859,Nyalushange,1634,0.32
Nord-Kivu,Masisi,Vituha Gr Banyungu,-1.347981,28.719196,Burora,1902,0.33
Nord-Kivu,Masisi,Yehe Gr Bapfuna,-1.355255,28.76043,Kinyeere,1703,0.5
Nord-Kivu,Nyiragongo,Bubiro Gr Munigi,-1.628806,29.268566,Buhombo,1909,0.62
Nord-Kivu,Nyiragongo,Bugamba I Gr Mukudja,-1.608001,29.203,Kasumba,1666,0.5
Nord-Kivu,Nyiragongo,Bugamba II Gr Mukudja,-1.611318,29.217176,Kasumba,237,0.47
Nord-Kivu,Nyiragongo,Buhene Gr Munigi,-1.638281,29.23885,Bulengera,1812,0.67
Nord-Kivu,Nyiragongo,Buhumba Gr Buhumba,-1.527779,29.346111,Kabuhanga,997,0.5
Nord-Kivu,Nyiragongo,Bushagara Gr Munigi,-1.597925,29.236814,Mutaho,1787,0.27
Nord-Kivu,Nyiragongo,Bushwaga Gr Munigi,-1.619198,29.281084,Bukanda,1976,0.53
Nord-Kivu,Nyiragongo,Byungo Gr Munigi,-1.622626,29.230024,Turunga,1985,0.46
Nord-Kivu,Nyiragongo,Domaine-Le Parc,-1.514331,29.199162,,,
Nord-Kivu,Nyiragongo,entre Kibati et Rusayo,-1.559425,29.246914,,,
Nord-Kivu,Nyiragongo,Gakeri Gr Kibumba,-1.455473,29.355328,,,
Nord-Kivu,Nyiragongo,Gasizi Gr Kibumba,-1.506743,29.369003,Kbiriga,1171,0.31
Nord-Kivu,Nyiragongo,Gisi N/A Groupement,-1.524779,29.307735,,,
Nord-Kivu,Nyiragongo,Goma,-1.658389,29.241259,Lowa,1489,0.5
Nord-Kivu,Nyiragongo,Goma,-1.633611,29.16725,Bugamba,1866,0.55
Nord-Kivu,Nyiragongo,Goma,-1.674605,29.240671,Mont Goma,1352,0.62
Nord-Kivu,Nyiragongo,Goma,-1.650998,29.170687,Amani,815,0.44
Nord-Kivu,Nyiragongo,Goma,-1.624128,29.14388,Mungirima,858,0.46
Nord-Kivu,Nyiragongo,Goma,-1.697925,29.243893,Minova,1299,0.4
Nord-Kivu,Nyiragongo,Goma,-1.69773,29.243975,Minova,1281,0.4
Nord-Kivu,Nyiragongo,Goma,-1.687711,29.231298,Mont Goma,500,0.62
Nord-Kivu,Nyiragongo,Goma,-1.050001,28.9,Mureha,1194,0.4
Nord-Kivu,Nyiragongo,Goma,-1.663396,29.22494,Lowa,736,0.5
Nord-Kivu,Nyiragongo,Goma,-1.675985,29.221363,Mont Goma,1451,0.62
Nord-Kivu,Nyiragongo,Goma,-1.650654,29.23135,Nyakakoma,1354,0.46
Nord-Kivu,Nyiragongo,Goma,-1.686312,29.242512,Mont Goma,1197,0.62
Nord-Kivu,Nyiragongo,Goma,-1.683108,29.239038,Mont Goma,764,0.62
Nord-Kivu,Nyiragongo,Goma,-1.615469,29.161343,Majengo,1787,0.36
Nord-Kivu,Nyiragongo,Goma,-1.673751,29.23236,Mont Goma,1062,0.62
Nord-Kivu,Nyiragongo,Goma,-1.642991,29.187426,Bugamba,982,0.55
Nord-Kivu,Nyiragongo,Goma,-1.662643,29.233759,Lowa,925,0.5
Nord-Kivu,Nyiragongo,Kabagana II Gr Buhumba,-1.522161,29.356016,Kabuhanga,1489,0.6
Nord-Kivu,Nyiragongo,Kabare,-1.480557,29.428333,,,
Nord-Kivu,Nyiragongo,Kabaya Gr Munigi,-1.63158,29.24,Kasenyi,757,0.46
Nord-Kivu,Nyiragongo,Kabeneti Gr Buhumba,-1.55275,29.29519,,,
Nord-Kivu,Nyiragongo,Kaguri Gr Kibati,-1.607909,29.258577,Kaguli,540,0.83
Nord-Kivu,Nyiragongo,Kalake N/A Groupement,-1.50595,29.189148,,,
Nord-Kivu,Nyiragongo,Kanyabuki N/A Groupement,-1.494836,29.277666,,,
Nord-Kivu,Nyiragongo,Kanyamahoro Gr Buhumba,-1.54293,29.302952,,,
Nord-Kivu,Nyiragongo,Kanyanja Gr Buhumba,-1.5905,29.2631,Bukanda,1904,0.53
Nord-Kivu,Nyiragongo,Kanyarushinya Gr Buvira,-1.637008,29.246586,Kasenyi,136,0.5
Nord-Kivu,Nyiragongo,Kanyatsi Gr Muja,-1.587801,29.2194,Mutaho,1201,0.14
Nord-Kivu,Nyiragongo,Kanyesheja Gr Buhumba,-1.562796,29.328133,,,
Nord-Kivu,Nyiragongo,Kanzana Gr Mudja,-1.605122,29.185736,Kahande,1925,0.57
Nord-Kivu,Nyiragongo,Kibati Gr Kibati,-1.592358,29.262648,Buhama,630,0.33
Nord-Kivu,Nyiragongo,Kibumba Gr Kibumba,-1.50446,29.3414,Rulimba,1017,0.57
Nord-Kivu,Nyiragongo,Kibumba Gr Kibumba,-1.501617,29.327953,Rulimba,914,0.57
Nord-Kivu,Nyiragongo,Kibumba Gr Kibumba,-1.501138,29.330126,Rulimba,838,0.57
Nord-Kivu,Nyiragongo,Kiguru Gr Buvira,-1.624257,29.272985,,,
Nord-Kivu,Nyiragongo,Kihisi Gr Munigi,-1.644485,29.24363,Kimbilio,1438,0.57
Nord-Kivu,Nyiragongo,Kisheshe Gr Kibati,-1.541245,29.272314,,,
Nord-Kivu,Nyiragongo,Mudja Gr Mudja,-1.609432,29.204222,Mukondo 2,121,0.43
Nord-Kivu,Nyiragongo,Mugogo dans le parc Virunga,-1.531619,29.18392,,,
Nord-Kivu,Nyiragongo,Munigi Gr Munigi,-1.631519,29.250826,Murambi,1773,0.46
Nord-Kivu,Nyiragongo,Mwaro N/A Groupement,-1.464201,29.3429,Kabindi,1752,0.25
Nord-Kivu,Nyiragongo,Ngangi II Gr Munigi,-1.633001,29.251,Ngangi 1,1885,0.82
Nord-Kivu,Nyiragongo,Nyakabinda,-1.476753,29.207659,,,
Nord-Kivu,Nyiragongo,Nyakagina Gr Kibati,-1.569759,29.24785,,,
Nord-Kivu,Nyiragongo,Nyarugero N/A Groupement,-1.529212,29.298655,,,
Nord-Kivu,Nyiragongo,Pariss,-1.384736,29.25042,,,
Nord-Kivu,Nyiragongo,Ruhunda Gr Buhumba,-1.511701,29.3246,Rulimba,1017,0.43
Nord-Kivu,Nyiragongo,Rukoko Gr Munigi,-1.6142,29.2566,Burambo,407,0.31
Nord-Kivu,Nyiragongo,Rusayu Gr Rusayu,-1.579832,29.181944,Rukorwe,368,0.31
Nord-Kivu,Nyiragongo,Rusayu IDPs Gr Rusayu,-1.599139,29.172361,Rusayo 2,1734,0.63
Nord-Kivu,Nyiragongo,Rutagara Gr Buvira,-1.622234,29.274658,,,
Nord-Kivu,Nyiragongo,Vubiro gr Buvira,-1.620461,29.278,,,
Nord-Kivu,Rutshuru,Bikenge Gr Mutanda,-0.922,29.057806,Ilangira,1471,0.4
Nord-Kivu,Rutshuru,Bikenke Gr Kisigari,-1.346566,29.491873,,,
Nord-Kivu,Rutshuru,Binja Gr Kihondo,-0.971577,29.466318,Karere,139,0.18
Nord-Kivu,Rutshuru,Binja Gr Kihondo,-1.027455,28.941828,Bitongi,562,0.5
Nord-Kivu,Rutshuru,Binyora Gr Mutanda,-0.96552,29.116776,Changoma,1800,0.4
Nord-Kivu,Rutshuru,Bipfura Gr Bukombo,-1.143001,29.1827,Musha,1678,0.33
Nord-Kivu,Rutshuru,Birambizo Gr Bukombo,-1.2,29.133333,,,
Nord-Kivu,Rutshuru,Biruma Gr Kisigari,-1.292584,29.382189,Rebero,611,0.33
Nord-Kivu,Rutshuru,Bishigiro Gr Tongo,-1.23514,29.2462,Shoko,1621,0.43
Nord-Kivu,Rutshuru,Bisoko Gr Rugari,-1.411476,29.374249,Nkiko,1927,0.55
Nord-Kivu,Rutshuru,Bitsi Gr Tongo,-1.183574,29.170193,Kanyatsi,1185,0.46
Nord-Kivu,Rutshuru,Buchuzi Gr Busanza,-1.207621,29.5209,,,
Nord-Kivu,Rutshuru,Bugina,-1.32083,29.4894,,,
Nord-Kivu,Rutshuru,Bugina Gr Bukoma,-1.075617,29.382862,,,
Nord-Kivu,Rutshuru,Bugina Gr Tongo,-1.092974,29.250868,,,
Nord-Kivu,Rutshuru,Bugusa,-1.29748,29.547407,,,
Nord-Kivu,Rutshuru,Buhambi Gr Tongo,-1.0918,29.2361,Bambo Centre,1565,0.67
Nord-Kivu,Rutshuru,Buhambira,-1.212474,29.151987,Mashiga,587,0.25
Nord-Kivu,Rutshuru,Buhondwa Gr Mutanda,-1.033778,29.115423,Mbandaka,183,0.5
Nord-Kivu,Rutshuru,Buhuka,-0.948851,29.168491,,,
Nord-Kivu,Rutshuru,Buhuri Gr Kisigari,-1.242725,29.41176,Bubahi 1,1949,0.57
Nord-Kivu,Rutshuru,Bukima,-1.378991,29.43404,Rugeshi,1372,0.31
Nord-Kivu,Rutshuru,Bukoma,-1.34389,29.359444,Bugomba,1981,0.77
Nord-Kivu,Rutshuru,Bukombo Gr Bukombo,-1.256696,29.151121,Bichori,1477,0.29
Nord-Kivu,Rutshuru,Bulambo Gr Kanyabayonga,-0.748908,29.15476,Butalongola,1311,0.44
Nord-Kivu,Rutshuru,Bumbi Gr Bukoma,-1.085011,29.3871,,,
Nord-Kivu,Rutshuru,Bunagana Gr Jomba,-1.298136,29.595787,,,
Nord-Kivu,Rutshuru,Bunobwa Gr Bishusha,-1.263284,29.094332,Budeyi,1397,0.31
Nord-Kivu,Rutshuru,Bunyangula Gr Bukoma,-1.157671,29.43122,Kimbangu,629,0.56
Nord-Kivu,Rutshuru,Buramba Gr Binza,-0.929268,29.558458,Pamba 2,812,0.57
Nord-Kivu,Rutshuru,Buranda Gr Bukombo,-1.146472,29.089464,,,
Nord-Kivu,Rutshuru,Burangiza Gr kanyabayonga,-0.722779,29.171444,Makanda,1979,0.38
Nord-Kivu,Rutshuru,Burayi,-1.20257,29.4342,Bugara,1750,0.67
Nord-Kivu,Rutshuru,Burora GR Bishusha,-1.266421,29.0895,Budeyi,1897,0.33
Nord-Kivu,Rutshuru,Busanza,-1.221533,29.596691,Bugara,1911,0.62
Nord-Kivu,Rutshuru,Busenene Gr Tongo,-1.219028,29.25036,Rushege,194,0.53
Nord-Kivu,Rutshuru,Busesa Gr Binza,-0.910557,29.4628,,,
Nord-Kivu,Rutshuru,Busesa Gr Binza,-1.050001,28.9,Mureha,1194,0.5
Nord-Kivu,Rutshuru,Bushandaba,-1.28191,29.4461,Kanzanza,1931,0.44
Nord-Kivu,Rutshuru,Bushashire Gr Tongo,-1.087235,29.287592,Escarpement,1229,0.38
Nord-Kivu,Rutshuru,Bushendo N/A Groupement,-0.933352,29.339607,,,
Nord-Kivu,Rutshuru,Bushendo N/A Groupement,-0.933334,29.333332,,,
Nord-Kivu,Rutshuru,Bushuli,-1.239471,29.2089,Burandasi,1422,0.5
Nord-Kivu,Rutshuru,Butaro,-1.2332,29.5016,Buhima,1587,0.5
Nord-Kivu,Rutshuru,Butolera Gr Kanyabayonga,-0.753921,29.196712,Kinyamuyagha,1568,0.2
Nord-Kivu,Rutshuru,Buuma Gr Kihondo,-1.0688,29.149218,Buuma 1,660,0.83
Nord-Kivu,Rutshuru,Buvunga,-1.337867,29.350008,,,
Nord-Kivu,Rutshuru,Bwironde Gr Bukoma,-1.132455,29.440668,Mbingi,1570,0.43
Nord-Kivu,Rutshuru,Bwisa Gr Ufamandu I,-1.720318,28.780745,,,
Nord-Kivu,Rutshuru,Bwiza Gr Bishusha,-1.311993,29.12563,Bukinanyana,1045,0.38
Nord-Kivu,Rutshuru,Chabafu Gr Binza,-0.954685,29.536823,Mirambi,75,0.29
Nord-Kivu,Rutshuru,Chaine de Gaza Gr Bukombo,-1.140945,29.084778,,,
Nord-Kivu,Rutshuru,Chankere,-1.283977,29.550608,,,
Nord-Kivu,Rutshuru,Chengerero Gr Jomba,-1.269087,29.551855,,,
Nord-Kivu,Rutshuru,Cheya,-1.271071,29.521265,,,
Nord-Kivu,Rutshuru,Chondo,-0.722501,29.61722,Kabinda,1718,0.31
Nord-Kivu,Rutshuru,Chumirwa Gr Bweza,-1.245691,29.42279,Buhuri 1,1850,0.38
Nord-Kivu,Rutshuru,Congo,-0.982501,29.378403,,,
Nord-Kivu,Rutshuru,Dans le PNV N/A Groupement ,-1.175709,29.395536,,,
Nord-Kivu,Rutshuru,Douanie Gr Tongo,-1.151452,29.288988,Kakuka,248,0.31
Nord-Kivu,Rutshuru,Faringa,-1.092137,29.05716,Jtn,1769,0.2
Nord-Kivu,Rutshuru,Gafuko,-1.408906,29.393822,Gakoro 1,1290,0.57
Nord-Kivu,Rutshuru,Gafumba,-1.374656,29.432016,Kanombe,698,0.43
Nord-Kivu,Rutshuru,Gasiza,-1.292406,29.486963,,,
Nord-Kivu,Rutshuru,Gigoro,-1.31739,29.54939,,,
Nord-Kivu,Rutshuru,Gisiza Gr Jomba,-1.34094,29.440802,,,
Nord-Kivu,Rutshuru,Gitwa I,-0.880923,29.5366,,,
Nord-Kivu,Rutshuru,Harama,-1.03183,29.047766,Faringa,1830,0.46
Nord-Kivu,Rutshuru,Ishasha Gr Binza,-0.736937,29.623732,Kabinda,137,0.29
Nord-Kivu,Rutshuru,Iterero Gr Bambo,-1.036657,29.225052,Katehe,1200,0.46
Nord-Kivu,Rutshuru,Kabanda Gr Mutanda,-1.286172,29.558699,,,
Nord-Kivu,Rutshuru,Kabara,-1.479373,29.413857,,,
Nord-Kivu,Rutshuru,Kabaraza,-1.010441,29.359097,,,
Nord-Kivu,Rutshuru,Kabarode,-1.09628,29.510412,Kasave,1089,0.57
Nord-Kivu,Rutshuru,Kabasanza,-1.295389,29.519777,,,
Nord-Kivu,Rutshuru,Kabasha PNV Gr Kanyabayonga,-0.735903,29.222977,,,
Nord-Kivu,Rutshuru,Kabati,-0.984615,29.108244,Kasesa Muti,1134,0.59
Nord-Kivu,Rutshuru,Kabaya Gr Kisigari,-1.343153,29.398262,Gafumba,788,0.46
Nord-Kivu,Rutshuru,Kabindi,-1.253081,29.51024,Nyabikoro,823,0.38
Nord-Kivu,Rutshuru,Kabirangiriro Gr Kihondo,-0.99721,29.010172,Ruvumu,303,0.11
Nord-Kivu,Rutshuru,Kabizo Gr Tongo,-1.168378,29.235332,Kaburindi,63,0.53
Nord-Kivu,Rutshuru,Kabugambimbi Gr Binza,-1.02604,29.57083,Kabuga,1701,0.67
Nord-Kivu,Rutshuru,Kabuhange,-0.763373,29.55166,,,
Nord-Kivu,Rutshuru,Kabuhendo Gr Binza,-0.888614,29.456944,,,
Nord-Kivu,Rutshuru,Kabuhendo Gr Mutanda,-0.915963,29.214693,Mabanga,1643,0.38
Nord-Kivu,Rutshuru,Kabumbiro Gr Binza,-0.90095,29.535547,,,
Nord-Kivu,Rutshuru,Kafumbizo,-1.172622,29.528713,Kabira 1,1828,0.47
Nord-Kivu,Rutshuru,Kafunzo,-0.690901,29.609,,,
Nord-Kivu,Rutshuru,Kagezi,-0.58333,29.60833,Kabila,1525,0.5
Nord-Kivu,Rutshuru,Kahe Gr Bishusha,-1.256693,29.089334,Kahe Coline,1970,0.53
Nord-Kivu,Rutshuru,Kahimbi,-0.783334,29.116667,,,
Nord-Kivu,Rutshuru,Kahindo Parc N/A Groupement,-1.336033,29.361685,Four A Chaux,1396,0.29
Nord-Kivu,Rutshuru,Kahongole Gr Kanyabayonga,-0.847708,29.095844,Iyobora,31,0.12
Nord-Kivu,Rutshuru,Kahumiro Gr Mutanda,-0.93203,29.244335,,,
Nord-Kivu,Rutshuru,Kahunga Gr Bukoma,-1.126112,29.395832,,,
Nord-Kivu,Rutshuru,Kakohwa Gr Kanyabayonga,-0.749232,29.152212,Butalongola,1568,0.33
Nord-Kivu,Rutshuru,Kakono Gr Bukoma,-1.066587,29.399483,,,
Nord-Kivu,Rutshuru,Kalambairo PNV N/A Groupement,-1.015806,29.241411,,,
Nord-Kivu,Rutshuru,Kalengera Gr Kisigari,-1.257187,29.396141,Kabasengo,455,0.56
Nord-Kivu,Rutshuru,Kamatembe Gr Bishusha,-1.253011,29.108036,Kala,1952,0.46
Nord-Kivu,Rutshuru,Kamodoka,-1.005101,29.068798,,,
Nord-Kivu,Rutshuru,Kanage Gr Tongo,-1.241887,29.16779,Shonyi 2,603,0.14
Nord-Kivu,Rutshuru,Kanombe Gr Kisigari,-1.394328,29.385765,Kinyambundu 1,1618,0.4
Nord-Kivu,Rutshuru,Kanyabayonga Gr Kanyabayonga,-0.700617,29.173082,Kanyamalolo,763,0.61
Nord-Kivu,Rutshuru,Kanyabuseke Gr Binza,-1.104667,29.435444,Kabingwa,891,0.42
Nord-Kivu,Rutshuru,Kanyabusoro,-1.271621,29.434406,Kanombero,646,0.6
Nord-Kivu,Rutshuru,Kanyamisango,-1.205009,29.446634,Kashwa 2,1115,0.3
Nord-Kivu,Rutshuru,Kanyamondo Gr Bukoma,-1.097284,29.436949,Katoro,1584,0.5
Nord-Kivu,Rutshuru,Kanyangiri Gr Tongo,-1.090001,29.3029,Mukiya,1741,0.38
Nord-Kivu,Rutshuru,Kanzanza Gr Mutanda,-0.997862,29.099764,,,
Nord-Kivu,Rutshuru,Kanzanza PNVI Gr Mutanda,-0.878333,29.23525,,,
Nord-Kivu,Rutshuru,Kanzenze,-1.383456,29.213589,,,
Nord-Kivu,Rutshuru,Kapfumu Gr Bukombo,-1.226511,29.1637,Shonyi 1,1658,0.0
Nord-Kivu,Rutshuru,Kapopi Gr Bukoma,-1.022288,29.333204,,,
Nord-Kivu,Rutshuru,Kara,-1.323524,29.466736,,,
Nord-Kivu,Rutshuru,Karama,-1.101787,29.393036,,,
Nord-Kivu,Rutshuru,Karambi Gr Busanza,-1.300487,29.589079,,,
Nord-Kivu,Rutshuru,Karambi Gr Busanza,-1.180625,29.555202,Buramira,1094,0.53
Nord-Kivu,Rutshuru,Kasali Gr Bambo,-1.068167,29.321693,,,
Nord-Kivu,Rutshuru,Kasave Gr Binza,-0.987581,29.53981,Central,672,0.15
Nord-Kivu,Rutshuru,Kaseke Gr Busanza,-1.14297,29.477976,,,
Nord-Kivu,Rutshuru,Kasenga Gr Binza,-0.977717,29.458975,Karere,1078,0.46
Nord-Kivu,Rutshuru,Kashavu Gr Bukombo,-1.205377,29.146284,Mashiga,849,0.57
Nord-Kivu,Rutshuru,Kasoso N/A Groupement,-0.67603,29.472155,,,
Nord-Kivu,Rutshuru,Katanda Gr Mutanda,-0.833222,29.36665,,,
Nord-Kivu,Rutshuru,Katemba,-1.183334,29.416668,,,
Nord-Kivu,Rutshuru,Katibo Gr Busanza,-1.035128,29.572628,Kabuga,883,0.5
Nord-Kivu,Rutshuru,Katolo Gr Bambo,-1.058139,29.22341,Lubango,1894,0.31
Nord-Kivu,Rutshuru,Katsuba Gr Tongo,-1.211208,29.279999,Burama,682,0.31
Nord-Kivu,Rutshuru,Katundwe Gr Busanza,-1.20036,29.43089,Kashwa 1,495,0.38
Nord-Kivu,Rutshuru,Katuunda Gr Bambo,-1.052081,29.236343,Mukondo,1429,0.4
Nord-Kivu,Rutshuru,Katwe Gr Mutanda,-0.982075,29.096624,,,
Nord-Kivu,Rutshuru,Katwiguri,-0.955,29.492,Afia,1156,0.31
Nord-Kivu,Rutshuru,Katwiguru Gr Binza,-0.95521,29.4929,Chamutundu,1902,0.42
Nord-Kivu,Rutshuru,Kaunju Gr Mutanda,-0.908712,29.051794,Kibunanwa,317,0.4
Nord-Kivu,Rutshuru,Kavumu Gr Bishusha,-1.220789,29.137611,Bukombo Muko,605,0.33
Nord-Kivu,Rutshuru,Kavumu Gr Tongo,-1.24725,29.1942,Kitwayovu,1939,0.53
Nord-Kivu,Rutshuru,Kazaroho Gr Bambo,-1.0349,29.3366,,,
Nord-Kivu,Rutshuru,Kazihiro Gr Bishusha,-1.264431,29.119228,Kashali,1152,0.4
Nord-Kivu,Rutshuru,Kazuba Gr Kisigari,-1.272758,29.424612,Kanzanza,1673,0.57
Nord-Kivu,Rutshuru,Kibanda,-1.199201,29.485697,,,
Nord-Kivu,Rutshuru,Kibaya,-1.109556,29.259974,Buhambo,1752,0.31
Nord-Kivu,Rutshuru,Kibende Gr Bukoma,-1.102209,29.388153,,,
Nord-Kivu,Rutshuru,Kibuye,-1.441101,29.342,Kabashumba,1866,0.38
Nord-Kivu,Rutshuru,Kibwe,-1.167622,29.037115,Kihira,1914,0.36
Nord-Kivu,Rutshuru,Kigaligali Gr Binza,-0.953291,29.40118,,,
Nord-Kivu,Rutshuru,Kigwene Gr Bambo,-1.103382,29.231806,Kabere,1864,0.46
Nord-Kivu,Rutshuru,Kihali,-1.133189,29.446762,Bwisha,1966,0.5
Nord-Kivu,Rutshuru,Kihito Gr Binza,-1.000081,29.504232,Makoka,1292,0.33
Nord-Kivu,Rutshuru,Kihokwe Gr Bishusha,-1.252136,29.10761,Kizimba,1453,0.29
Nord-Kivu,Rutshuru,Kihondo Gr Mbinza,-1.131969,29.568016,Kidandari,1093,0.5
Nord-Kivu,Rutshuru,Kihonga Gr Bishusha,-1.280633,29.10342,Rushavuti,1153,0.12
Nord-Kivu,Rutshuru,Kihorobo Gr Binza,-0.928517,29.589277,,,
Nord-Kivu,Rutshuru,Kikuku Gr Mutanda,-0.982367,29.042675,Kikuku Emb,1784,0.75
Nord-Kivu,Rutshuru,Kikuku Gr Mutanda,-0.975222,29.06211,Kikuku Emb,674,0.75
Nord-Kivu,Rutshuru,Kilalo Gr Bukombo,-1.231097,29.096233,Kizimba,1887,0.46
Nord-Kivu,Rutshuru,Kilama Gr Bambo,-1.05502,29.208754,,,
Nord-Kivu,Rutshuru,Kinihira Gr Bweza,-1.32383,29.49639,,,
Nord-Kivu,Rutshuru,Kinjugu Gr Bukombo,-1.218781,29.1497,Mashiga,1333,0.29
Nord-Kivu,Rutshuru,Kinoni,-1.25,29.556557,,,
Nord-Kivu,Rutshuru,Kinyabugizi,-1.254663,29.12489,Butengo,205,0.33
Nord-Kivu,Rutshuru,Kinyabwitsi Gr Kihondo,-1.030563,28.994938,Bwiza,1430,0.38
Nord-Kivu,Rutshuru,Kinyamahura,-1.326301,29.5939,,,
Nord-Kivu,Rutshuru,Kinyamuyagha,-0.756426,29.228575,,,
Nord-Kivu,Rutshuru,Kinyandoni Gr Bukoma,-1.078994,29.431133,Lusaka 2,274,0.22
Nord-Kivu,Rutshuru,Kinyankuku Gr Bukombo,-1.205449,29.08738,Nyabwichi,1696,0.32
Nord-Kivu,Rutshuru,Kinyatsi Gr Kihondo,-1.017295,29.085493,,,
Nord-Kivu,Rutshuru,Kipfulo Gr Tongo,-1.191957,29.205763,Kabingo,1022,0.43
Nord-Kivu,Rutshuru,Kise,-0.970759,29.19127,Kirima,1280,0.4
Nord-Kivu,Rutshuru,Kiseguru Gr Binza,-1.015041,29.437073,Kamkingwe Gauche,1791,0.42
Nord-Kivu,Rutshuru,Kisharo Gr Binza,-0.95399,29.5258,Kibanda 1,137,0.38
Nord-Kivu,Rutshuru,Kisingiri Gr Mutanda,-0.871987,29.15821,,,
Nord-Kivu,Rutshuru,Kisisile Gr Bukoma,-1.188741,29.4585,Fuko 2 Kisile,625,0.57
Nord-Kivu,Rutshuru,Kitagoma,-0.828819,29.631113,Nyamirama,1817,0.47
Nord-Kivu,Rutshuru,Kitanda Gr Mutanda,-0.964794,29.04075,Rushaki,1829,0.29
Nord-Kivu,Rutshuru,Kitarama,-1.261292,29.412708,Kikwaba,1608,0.53
Nord-Kivu,Rutshuru,Kitchanga Gr Bishusha,-1.250778,29.063667,Katanda,882,0.62
Nord-Kivu,Rutshuru,Kitereko Gr Mutanda,-0.965771,29.088223,,,
Nord-Kivu,Rutshuru,Kitibito Gr Kanyabayonga,-0.869972,29.166845,,,
Nord-Kivu,Rutshuru,Kitolu Gr Mutanda,-0.965479,29.110657,,,
Nord-Kivu,Rutshuru,Kitovu,-1.231249,29.445435,,,
Nord-Kivu,Rutshuru,Kitunda,-1.279753,29.168436,Luya,1597,0.36
Nord-Kivu,Rutshuru,Kitunda Gr Kihondo,-1.022918,29.067944,,,
Nord-Kivu,Rutshuru,Kiusha,-1.4036,29.5393,,,
Nord-Kivu,Rutshuru,Kivunge,-1.265752,29.412235,Ruharage,1778,0.4
Nord-Kivu,Rutshuru,Kiwanja Gr Bukoma,-1.157668,29.431221,Kinshasa,571,0.53
Nord-Kivu,Rutshuru,Kiyeye Gr Kihondo,-1.034159,29.067759,Kamodoka,1881,0.14
Nord-Kivu,Rutshuru,Kizindabo Gr Tongo,-1.096831,29.2767,Kangando,780,0.47
Nord-Kivu,Rutshuru,Kojo Gr Bukombo,-1.142151,29.205133,Kajagari,458,0.33
Nord-Kivu,Rutshuru,Kyahemba Gr Bukombo,-1.198712,29.054342,Chahemba,1051,0.75
Nord-Kivu,Rutshuru,Kyasenda Gr Mutanda,-0.887661,29.15562,,,
Nord-Kivu,Rutshuru,Lubogha Gr Bishusha,-1.265661,29.108833,Rushavuti,879,0.38
Nord-Kivu,Rutshuru,Lueshe Gr Mutanda,-0.974557,29.13861,Shule 1,1917,0.46
Nord-Kivu,Rutshuru,Luketi Gr Tongo,-1.206754,29.248257,Ruketi,598,0.83
Nord-Kivu,Rutshuru,Lulimbi,-0.514618,29.644588,,,
Nord-Kivu,Rutshuru,Lulimbi,-0.502944,29.643902,,,
Nord-Kivu,Rutshuru,Lushebere Gr Mutanda,-1.001169,29.209482,,,
Nord-Kivu,Rutshuru,Lusoha,-0.794791,29.118093,Lusogha 2,933,0.8
Nord-Kivu,Rutshuru,Luteha Gr Mutanda,-0.896727,29.164978,,,
Nord-Kivu,Rutshuru,Luve Gr Kihondo,-1.095418,29.109333,Rwanguba 1,1639,0.14
Nord-Kivu,Rutshuru,Mabenga Gr Bukoma,-1.012,29.3493,,,
Nord-Kivu,Rutshuru,Mai Ya Moto,-0.900001,29.35,,,
Nord-Kivu,Rutshuru,Makoka,-0.976172,29.530823,Majengo 4,1356,0.4
Nord-Kivu,Rutshuru,Makomalehe Gr Bukombo,-1.130779,29.175825,Kahembe,1262,0.35
Nord-Kivu,Rutshuru,Maluho Gr Bukombo,-1.21611,29.12194,Mashango,1488,0.57
Nord-Kivu,Rutshuru,Malyanga Gr Mutanda,-0.956201,29.0534,Magasin,1986,0.53
Nord-Kivu,Rutshuru,Mariba Gr Bukombo,-1.113331,29.184206,Mushabahwe,1704,0.5
Nord-Kivu,Rutshuru,Masiza ,-1.029895,28.9983,Bwiza,1642,0.55
Nord-Kivu,Rutshuru,Matebe,-1.245678,29.484858,Chankere 1,1706,0.38
Nord-Kivu,Rutshuru,Matete Gr Bambo,-1.032478,29.189693,,,
Nord-Kivu,Rutshuru,Mayi Safi Gr Kanyabayonga,-0.731496,29.221384,,,
Nord-Kivu,Rutshuru,Mburamazi,-1.111661,29.259071,Buhambo,1561,0.25
Nord-Kivu,Rutshuru,Mihika ,-1.338617,29.568647,,,
Nord-Kivu,Rutshuru,Mongo,-1.25,29.583332,Mungo,1938,0.8
Nord-Kivu,Rutshuru,Mughu Gr Bashali Mokoto,-1.122631,28.917847,Basogo,512,0.18
Nord-Kivu,Rutshuru,Mugogo Gr Busanza,-1.10435,29.522135,Majengo,1472,0.46
Nord-Kivu,Rutshuru,Mugongo,-1.047863,29.032192,Kingogo,1721,0.43
Nord-Kivu,Rutshuru,Mugora,-1.40878,29.40209,Ruhanga,72,0.46
Nord-Kivu,Rutshuru,Muhanga Gr Bukombo,-1.183334,29.15,,,
Nord-Kivu,Rutshuru,Muhimbira,-1.258688,29.47712,Bahimbavuba,1565,0.5
